ID,SKU,Category,Group,Type,Name,"Short description",Description,Stock,"Low stock amount","Backorders allowed?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Regular price",Categories,Images,"Meta: vn_name","Meta: vn_price","Meta: vn_contact","Meta: comp_name","Meta: comp_price","Meta: est_freight","Meta: shelf_no","Meta: restock_qty","Meta: days_out"
6923,P-FIT-SWGSCSLS,prt,fit,variable,"Swage - Steel - Coated - Seamless - Standard","Coated Swages.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/07/fitting-coated-swage-threaded-1.jpg,,,,,,,,,
5390,P-FIT-SWGSSLXH,prt,fit,variable,"Swage - Steel - Seamless - Extra Heavy","We offer high quality affordable fittings.","Swages change pipe diameter with a male connection on either end.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/seamless-swage-nipple.jpg,,,,,,,,,
6740,P-FIT-SWGSSLG1,prt,fit,variable,"Swage - Steel - Seamless - Grooved - 1000 psi","We offer high quality affordable fittings.","Swages change pipe diameter with a male connection on either end.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/swage-groove-by-groove.jpg,,,,,,,,,
6738,P-FIT-SWGSSLG2,prt,fit,variable,"Swage - Steel - Seamless - Grooved - 2500 psi","We offer high quality affordable fittings.","Swages change pipe diameter with a male connection on either end.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/swage-groove-by-groove.jpg,,,,,,,,,
5391,P-FIT-SWGSSLSD,prt,fit,variable,"Swage - Steel - Seamless - Standard - 1,100 psi","We offer high quality affordable fittings.","Swages change pipe diameter with a male connection on either end.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/seamless-swage-nipple.jpg,,,,,,,,,
5392,P-FIT-SWGNJ55X,prt,fit,variable,"Swage Nipple - J55 - Extra Heavy","We offer high quality affordable fittings.","Swages change pipe diameter and or connection type with a male connection on either end.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/swage-nipple-j55.jpg,,,,,,,,,
5393,P-FIT-SWGNJ55S,prt,fit,variable,"Swage Nipple - J55 - Standard","We offer high quality affordable fittings.","Swages change pipe diameter and or connection type with a male connection on either end.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/swage-nipple-j55.jpg,,,,,,,,,
5395,P-FIT-TEEBI,prt,fit,variable,"Tee - Black Iron - 150 psi","We offer high quality affordable fittings.","Tees have three female connections. Two are oposite eachother. One is at a 90 degree angle.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/mi-tee.jpg,,,,,,,,,
6915,P-FIT-TEEDICG,prt,fit,variable,"Tee - Ductile Iron - Coated - Grooved - Standard - 1000 psi","Coated Grooved Tees.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/07/fitting-coated-tee-2.jpg,,,,,,,,,
6744,P-FIT-TEEDIG,prt,fit,variable,"Tee - Ductile Iron - Grooved - 1000 psi","We offer high quality affordable fittings.","Tees have three female connections. Two are opposite each other. One is at a 90 degree angle.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/05/tee-steel-grooved.jpg,,,,,,,,,
5396,P-FIT-TEEFRG,prt,fit,variable,"Tee - Forged Steel - 2,000 psi","We offer high quality affordable fittings.","Tees have three female connections. Two are oposite eachother. One is at a 90 degree angle.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/fs-tee.jpg,,,,,,,,,
4323,P-FIT-TEEPLY,prt,fit,variable,"Tee - Poly - DR11 - 160 psi",,,,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/07/fusion-tee.jpg,,,,,,,,,
5397,P-FIT-TEESS,prt,fit,variable,"Tee - Stainless - 316ss - 150 psi","We offer high quality affordable fittings.","Tees have three female connections. Two are oposite eachother. One is at a 90 degree angle.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/ss-tee.jpg,,,,,,,,,
3609,P-FIT-TEESCXH,prt,fit,variable,"Tee - Steel - Coated - Extra Heavy - 2000 psi","Coated Extra Heavy Tees.","We offer high quality coated fittings at an affordable price.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/03/tee.jpg,,,,,,,,,
2413,P-FIT-CLNIP,prt,fit,variable,"Clear Nipple","Makes it easy to see liquids flowing through a pipe.","<ul>
\n 	<li>The clear view nipple is made from a tough, shatter-resistant polycarbonate.</li>
\n 	<li>This type of plastic has more than 30 times the impact resistance of safety glass. W</li>
\n 	<li>ithstands prolonged exposure to ultraviolet rays.</li>
\n 	<li>Can be used in temperatures ranging from -150° to 165°F.</li>
\n</ul>",,,0,,,,,,Parts,"https://oilpatchdepot.com/wp-content/uploads/2024/03/clear-nipple.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/05/site-glass-warning.jpg",,,,,,,,,
4840,P-FLC-BPR,prt,flc,simple,"Back Pressure Regulator","Used to keep a set pressure on a free water knockout separator.","Spring Loaded Back Pressure Regulators provide control of pressure in liquid or gas systems such as heater treaters, free water knockouts, and vent lines on separators. KIMRAY Model AMU5.
\n<ul>
\n 	<li>2"" FNPT Connection.</li>
\n 	<li>Ductile Iron Material.</li>
\n 	<li>Through Body.</li>
\n 	<li>2"" Trim Size.</li>
\n 	<li>Equal Percentage Trim Type.</li>
\n 	<li>Max Working Pressure 300 psig.</li>
\n 	<li>Min Set Point Pressure 25 psig.</li>
\n 	<li>Max Set Point Pressure 50 psig.</li>
\n 	<li>Face to Face Length 8.5"".</li>
\n</ul>",1,,0,25,,,,689,Parts,https://oilpatchdepot.com/wp-content/uploads/2024/09/kimray-bpr.jpg,Kimray,599.74,oklahomacity@kimray.com,,,16.03,2C3,1,
5342,P-FLC-DMPVLBJ,prt,flc,variable,"Dump Valve - Lever Ball Joints","Dump valve lever ball joint.","Used on the lever assembly of dump valves.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/kimray-ball-joint-assy.jpg,,,,,,,,,
5343,P-FLC-DMPVLOA,prt,flc,variable,"Dump Valve - Lever Operated - Angle","KIMRAY dump valves.","Lever-Operated Liquid Dump Valves are designed to dump liquid from oil and gas production vessels such as separators, treaters, and free water knockouts.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/09/kimray-dump-valve-angle.jpg,,,,,,,,,
5344,P-FLC-DMPVWOA,prt,flc,variable,"Dump Valve - Weight Operated - Angle - 125 psi","KIMRAY dump valves.","Weight-Operated Dump Valves are ideal for zero-emissions level control in heater treaters and saltwater disposal systems. This valve actuates based on the hydrostatic pressure generated from the column of liquid in the discharge piping from the vessel. The height of water column can be field adjusted by moving the weight on the arm in or out and ranges from 2 ft to 4 feet, with options up to 12 feet.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/kimray-dump-valve-weight-op-angle.jpg,,,,,,,,,
8929,P-FLC-TRTVWOA,prt,flc,variable,"Treater Valve - Weight Operated - Angle","High quality guarantee. Low cost advantage.","The BelGAS P4200 series is an oil or water valve designed to withstand severely corrosive mediums associated with the oil and gas industry.
\n
\n<strong>Applications</strong>
\n• Heater Treater
\n• Water Knockouts
\n• Gun Barrels
\n• Salt Water Disposal Systems
\n
\n<strong>Features</strong>
\n• Simple Maintenance: The valve trim can be quickly changed without removing the valve from the line. Simply loosen the bolts and hex nuts to lift the bonnet and housing free of the body.
\n• Signal (Pilot) Port Orientation Option: Choose from several different orientations to best suit your application needs.
\n• Trim Option: Customers can decide from nitrile and/or fluorocarbon elastomer options.
\n• Cage Material Option: Customers can decide between a carbon steel cage and ratio plug or acetal cage and ratio plug.
\n• Trunnion Hub/Shaft D-Key Feature: The P4200 features a “D” shaped hole in the trunnion hub with a “D” shaped trunnion shaft. This feature allows for ease of maintenance and assembly.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/12/treater-valve-belgas.webp,,,,,,,,,
3532,P-FLC-MPKS,prt,flc,variable,"Murphy Pressure Kill Switch","Murphy pressure kill switch","<ul>
\n 	<li>Set minimum and maximum kill pressure.</li>
\n 	<li>1000 &amp; 2000 Max PSI Options</li>
\n 	<li>Stainless Steel</li>
\n</ul>",5,,0,10,,,,,Parts,https://oilpatchdepot.com/wp-content/uploads/2024/05/Murphy-Switch.png,,,,,,,,,
4836,P-FLC-RLV,prt,flc,variable,"Relief Valves","Provides relief to over-pressured systems.","Pressure relief valves are designed to pop open at a set threshold. This is a simple way to create a weak-point which gives way before something important breaks.
\n<ul>
\n 	<li>The 1 inch valve set at 100 PSI is ideal for use at a pumping tee to protect flowlines.</li>
\n 	<li>The 2 inch valve set at 55 PSI is ideal for use on free water knockout separators.</li>
\n</ul>",,,0,,,,,,Parts,https://oilpatchdepot.com/wp-content/uploads/2024/09/wellmark-safety-relief-valves.jpg,,,,,,,,,
4838,P-FLC-TLMC,prt,flc,simple,"Tank Level Major Type Control","Helps manage tank levels.","Liquid Level Indicator Model 685S-10G7-RN.
\n<ul>
\n 	<li>SPDT Micro Switch</li>
\n 	<li>2"" Grooved Cadium Plated Connection</li>
\n 	<li>Buna Diaphragm</li>
\n 	<li>0-15' Scale</li>
\n 	<li>SS Bezel Housing.</li>
\n</ul>",1,,0,11.9,13,9,8,869,Parts,https://oilpatchdepot.com/wp-content/uploads/2024/09/wellmark-685s-hydro-head-switch.jpg,"MM Equipment",651.25,dustin@mandmequipment.com,,,0,2C3,1,
9101,P-FLT-BSDI,prt,flt,variable,"Basket Strainer - Ductile Iron","Ductile iron basket strainer.","Ductile iron basket strainer.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/03/placeholder-question-mark.jpg,,,,,,,,,
9099,P-FLT-BS304,prt,flt,variable,"Basket Strainer - Stainless - 304ss","Stainless steel basket strainer.","Stainless steel basket strainer.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2026/01/basket-filter-ss.webp,,,,,,,,,
5371,P-FLT-PHDB,prt,flt,variable,"PARKER Hydraulic Tank Desiccant Breather","Mfr. Model 934332T","Desiccant breathers for hydraulic tanks can be added to existing hydraulic systems to add new functionality and to remove moisture from incoming ambient air. They can also be used to replace existing filters that are no longer active. Filters should be changed when the desiccant color has changed from blue to pink. Moisture in hydraulic fluid can change viscosity, affect flow rates, and cause vibration that can damage system components. Use desiccant breathers in hydraulic systems that encounter high temperature swings and humidity, such as paper and pulp processing, gear boxes, transformers, and mobile equipment.",,,0,,,,,,Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/parker-desiccant-breather.jpg,,,,,,,,,
3542,P-FLT-PVCYS,prt,flt,variable,"PVC Y-Strainer","Affordable PVC Y-Strainer.","ANSI/ASTM Standard PVC Y-Strainer.",,,0,,,,,,Parts,https://oilpatchdepot.com/wp-content/uploads/2024/05/pvc-y-strainer.jpg,,,,,,,,,
2383,P-FLT-YS316,prt,flt,variable,"Y Strainer - Stainless Steel - 316ss - 18 mesh","Affordable Stainless Steel Y-Strainer.","Keeps your system clean. Saves money on equipment repair costs.
\n<ul>
\n 	<li>Low Pressure</li>
\n 	<li>High Temperature</li>
\n 	<li>FNPT Threads</li>
\n</ul>",,,0,15.43,,,,,Parts,"https://oilpatchdepot.com/wp-content/uploads/2024/03/y-strainer-1.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/03/y-strainer-2.jpg",,,,,,,,,
6650,P-FSR-BLTHXG5Z,prt,fsr,variable,"Bolt - Hex - Grade 5 - Zinc Plated","Fasten away!","Zinc-Plated Hex Bolts – Durable, Corrosion-Resistant.
\n<ul>
\n 	<li>Engineered for strength and longevity.</li>
\n 	<li>The corrosion-resistant zinc coating makes them great for outdoor applications.</li>
\n 	<li>Available in various sizes to fit your project needs.</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/05/bolt-hex-zinc-2.jpg,,,,,,,,,
6672,P-FSR-BLTHXG8B,prt,fsr,variable,"Bolt - Hex - Grade 8 - Black Oxide","Fasten away!","Black Oxide Finished Hex Bolts – Durable, Corrosion-Resistant.
\n<ul>
\n 	<li>Engineered for strength and longevity.</li>
\n 	<li>The corrosion-resistant zinc coating makes them great for outdoor applications.</li>
\n 	<li>Available in various sizes to fit your project needs.</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/05/bolt-hex-black.jpg,,,,,,,,,
6683,P-FSR-BLTSDG8B,prt,fsr,variable,"Bolt - Stud - Grade 8 - Black Oxide","Fasten away!","Stud bolts are threaded fasteners used in flanged connections and heavy-duty assemblies, providing secure, even tension for critical applications.
\n<ul>
\n 	<li>Available in various sizes to fit your needs.</li>
\n 	<li>Each bolt comes with 2 hex nuts.</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/05/bolt-stud-black.jpg,,,,,,,,,
6688,P-FSR-NUTHXG2Z,prt,fsr,variable,"Nut - Hex - Grade 2 - Zinc Plated","Fasten away!","Hex nuts provide tight, reliable connections for bolts and threaded rods.
\n<ul>
\n 	<li>Available in various sizes.</li>
\n 	<li>Corrosion resistant.</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/05/nut-hex-zinc.jpg,,,,,,,,,
6697,P-FSR-WSHFLG2Z,prt,fsr,variable,"Washer - Flat - Grade 2 - Zinc Plated","Fasten away!","Flat washers provide smooth load distribution, reducing wear on surfaces and enhancing bolt and nut stability.
\n<ul>
\n 	<li>Available in various sizes.</li>
\n 	<li>Corrosion resistant.</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/05/washer-flat-zinc.jpg,,,,,,,,,
6706,P-FSR-WSHLKSPG,prt,fsr,variable,"Washer - Lock - Split - Grade 2 - Zinc Plated","Fasten away!","Lock washers help prevent fastener loosening from vibration or movement, ensuring a firm, lasting hold.
\n<ul>
\n 	<li>Available in various sizes.</li>
\n 	<li>Corrosion resistant.</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/05/washer-lock-zinc.jpg,,,,,,,,,
6754,P-GAG-DRGAG,prt,gag,variable,"Drum Gauge","Complete drum gauge.","Used to view the liquid level in a drum.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/05/drum-gauge.jpg,,,,,,,,,
4276,P-GAG-PG25,prt,gag,variable,"Pressure Gauge - 2 1/2"" Face","Finally, an affordable pressure gauge.","<ul>
\n 	<li>Analog Gauges</li>
\n 	<li>1/4"" NPT</li>
\n 	<li>Accuracy: 1.6%</li>
\n 	<li>Bottom connection location</li>
\n 	<li>2.5in dial diameter</li>
\n</ul>",,,0,1.1,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/06/PSI_Gauge-1.png,,,,,,,,,
5878,P-GAG-PG4,prt,gag,variable,"Pressure Gauge - 4"" Face","Finally, an affordable pressure gauge.","<ul>
\n 	<li>Analog Gauges</li>
\n 	<li>1/2"" NPT</li>
\n 	<li>Accuracy: 1.6%</li>
\n 	<li>Bottom connection location</li>
\n 	<li>4in dial diameter</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/06/PSI_Gauge-1.png,,,,,,,,,
5901,P-GAG-SGBNT,prt,gag,variable,"Sight Gauge - Brass Nut","Spare part for sight gauges.","Brass nuts for gauge cocks.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/01/gauge-cock-brass-nut.jpg,,,,,,,,,
5903,P-GAG-SGBWS,prt,gag,variable,"Sight Gauge - Brass Washer","Spare part for sight gauges.","Brass washer for gauge cocks.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/01/brass-washer.jpg,,,,,,,,,
5352,P-GAG-SGCK,prt,gag,variable,"Sight Gauge - Gauge Cocks - 400 psi","Lets you see the liquid level in a tank.","Sight glass gauge cocks.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/tank-gauge-cocks.jpg,,,,,,,,,
5899,P-GAG-SGGL,prt,gag,variable,"Sight Gauge - Gauge Glass","Commonly used on separators.","Glass tubes for sight gauges.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/tank-gauge-glass-tube-red-lined.jpg,,,,,,,,,
5905,P-GAG-SGRGS,prt,gag,variable,"Sight Gauge - Rubber Gasket","Spare parts for sight gauges.","Rubber gaskets for gauge cocks.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/rubber-gasket-1.jpg,,,,,,,,,
9242,P-HOS-HOSHP3KB,prt,hos,variable,"Hose - Hi Pressure - 3000 psi - Brass Ends - 1""","High Pressure Hose.","This hose is ideal for produced water injection.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2026/01/hose-hi-pressure.webp,,,,,,,,,
9252,P-HOS-HOSHP3KB2,prt,hos,variable,"Hose - Hi Pressure - 3000 psi - Brass Ends - 1/2""","High Pressure Hose.","Good for low volume high pressure applications.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2026/01/hose-hi-pressure.webp,,,,,,,,,
9256,P-HOS-HOSHP3KB3,prt,hos,variable,"Hose - Hi Pressure - 3000 psi - Brass Ends - 1/4""","High Pressure Hose.","Good for linking to a pressure gauge.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2026/01/hose-hi-pressure.webp,,,,,,,,,
9230,P-HOS-HOSSUC1K,prt,hos,variable,"Hose - Suction - 150 psi - Steel Ends - 2""","Tank truck suction hose.","This hose is ideal for petroleum and produced water transfer.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2026/01/hose-suction-150-psi.webp,,,,,,,,,
6335,P-HYD-QCHYDFM,prt,hyd,variable,"Quick Connect - Hydraulic - Female","AKA a quick release","High pressure quick connect fitting for hydraulic systems.",,,0,,,,,,Rig_Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/12/hydraulic-hose-quick-connect-female.jpg,,,,,,,,,
6336,P-HYD-QCHYDM,prt,hyd,variable,"Quick Connect - Hydraulic - Male","AKA a quick release","High pressure quick connect fitting for hydraulic systems.",,,0,,,,,,Rig_Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/12/hydraulic-hose-quick-connect-male.jpg,,,,,,,,,
6337,P-HYD-QCHYDOR,prt,hyd,variable,"Quick Connect - Hydraulic - Rubber O'rings","AKA a quick release","Rubber O'Ring for hydraulic quick connect fittings.",,,0,,,,,,Rig_Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/12/rubber-o-ring.jpg,,,,,,,,,
6330,P-HYD-HOSHYD,prt,hyd,variable,"Hose - Hydraulic","Hydraulic Hose","High pressure hose for use in hydraulic systems.",,,0,,,,,,Rig_Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/12/hydraulic-hose-coil.jpg,,,,,,,,,
9355,P-MSC-CPSC,prt,msc,simple,"Chemical Pump Stand and Cover","Designed specifically for our low cost chemical pump.","This stand/cover is designed specifically for our low cost chemical pump. It will keep you pump securely up off the ground and protected from the brunt of the elements.",3,,0,,,,,89,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/03/placeholder-question-mark.jpg,Assm,66.87,,,,0,,0,
