ID,SKU,Type,Name,Description,Stock,"Low stock amount","Backorders allowed?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Regular price",Images,Parent,"Meta: vn_name","Meta: vn_price","Meta: vn_contact","Meta: comp_name","Meta: comp_price","Meta: est_freight","Meta: shelf_no","Meta: restock_qty"
7528,P-DHP-CPLVRS-112X111V2,variation,"Coupling - Valve Rod to Pin End Plunger - Steel - 1 1/2"" x 11/16"" vr - used","1 1/2"" x 11/16"" vr, used",3,,0,2,,,,23,,id:7335,,,,,,0,,0
7529,P-DHP-CPLVRS-114X111V,variation,"Coupling - Valve Rod to Pin End Plunger - Steel - 1 1/4"" x 11/16"" vr","1 1/4"" x 11/16"" vr",2,,0,0.781,4,1.25,1.25,59,,id:7335,"Harris Sales",36.5,"jeffh.hsc@gmail.com ",,,0,,2
7530,P-DHP-CPLVRS-114X111V2,variation,"Coupling - Valve Rod to Pin End Plunger - Steel - 1 1/4"" x 11/16"" vr - used","1 1/4"" x 11/16"" vr, used",2,,0,2,,,,19,,id:7335,,,,,,0,,0
7531,P-DHP-CSP#-125330,variation,"Cup - Seating - Plastic - #100 - 1 25/32"" + 30","1 25/32"" + 30",97,9,0,0.025,2,2,1,8,,id:7336,"Harris Sales",4.03,"jeffh.hsc@gmail.com ",,,0,,30
7532,P-DHP-CSP#-21430,variation,"Cup - Seating - Plastic - #100 - 2 1/4"" + 30","2 1/4"" + 30",18,4,0,0.125,,,,12,,id:7336,"Harris Sales",8.88,"jeffh.hsc@gmail.com ",,,0,,18
7533,P-DHP-CSP#-21445,variation,"Cup - Seating - Plastic - #100 - 2 1/4"" + 45","2 1/4"" + 45",18,4,0,0.125,,,,12,,id:7336,"Harris Sales",8.88,"jeffh.hsc@gmail.com ",,,0,,18
7534,P-DHP-CSP#-21470,variation,"Cup - Seating - Plastic - #100 - 2 1/4"" + 70","2 1/4"" + 70",18,4,0,0.125,,,,12,,id:7336,"Harris Sales",8.88,"jeffh.hsc@gmail.com ",,,0,,18
6079,T-MES-DT-14X100CT,variation,"Derrick Tape - 1/4"" x 100' - complete tape","1/4"" x 100', complete tape",1,,0,2.42,9,6.5,1.75,279,,id:6078,"US Tape",190,orders@ustape.com,,,0,7B2,1
5749,P-DRS-DS-2X12,variation,"Dresser Sleeves - 2"" x 12""","2"" x 12""",3,1,0,11.6,16,6,6,49,,id:5341,"MM Equipment",36.24,dustin@mandmequipment.com,,,0,3B2,2
5750,P-DRS-DS-2X5,variation,"Dresser Sleeves - 2"" x 5""","2"" x 5"" ",3,1,0,8.33,9,6,6,39,,id:5341,"MM Equipment",27.65,dustin@mandmequipment.com,Arrow,102.52,0,3B2,2
5751,P-DRS-DS-2X7,variation,"Dresser Sleeves - 2"" x 7""","2"" x 7"" ",1,1,0,5,,,,40.07,,id:5341,"MM Equipment",29.68,dustin@mandmequipment.com,Arrow,116.91,0,3B2,1
5752,P-DRS-DS-3X12N,variation,"Dresser Sleeves - 3"" x 12""","3"" x 12"" \n",2,1,0,16.5,12,7,7,79,,id:5341,"MM Equipment",52.25,dustin@mandmequipment.com," Arrow ",170.68,0,3B2,2
6064,P-DRS-DS-3X24,variation,"Dresser Sleeves - 3"" x 24""","3"" x 24""",1,,0,24,24,7,7,139,,id:5341,"MM Equipment",97.42,dustin@mandmequipment.com," Arrow ",251.22,0,3B2,1
5753,P-DRS-DS-3X5,variation,"Dresser Sleeves - 3"" x 5""","3"" x 5""",1,1,0,8,,,,49,,id:5341,"MM Equipment",34.08,dustin@mandmequipment.com,Arrow,129.42,0,3B2,1
5754,P-DRS-DS-3X7,variation,"Dresser Sleeves - 3"" x 7""","3"" x 7""",2,1,0,12.5,11,8,8,54,,id:5341,"MM Equipment",40.45,dustin@mandmequipment.com,,,0,3B2,2
5755,P-DRS-DS-4X12,variation,"Dresser Sleeves - 4"" x 12""","4"" x 12""",2,1,0,18.7,16,9,9,89,,id:5341,"MM Equipment",64.05,dustin@mandmequipment.com,Arrow,167.26,0,3B2,2
6755,P-GAG-DRGAG-34MNP,variation,"Drum Gauge - 3/4"" - mnpt","3/4"", mnpt",2,1,0,1.78,23.5,3.5,3.5,59,,id:6754,"MM Equipment",42.84,dustin@mandmequipment.com,Arrow,56.7,0,3A4,2
6527,S-TAP-DUCT-HEADUT,variation,"Duct Tape - Heavy Duty","Heavy Duty",2,1,0,1.28,5.5,5.5,2,14,,id:6526,Amazon,8.98,https://www.amazon.com/T-Rex-Resistant-Waterproof-Ferociously-Gunmetal/dp/B0BXB7X9HZ/ref=sr_1_1?crid=1JGCW5AHXEC9&amp;dib=eyJ2IjoiMSJ9.rPorO-ULBWF6n3S-0RZykYGKm1C_F0r-SutaREic0SiCNQkTYQ682AVdOuGwgP8ZzyL1GWQB_-1rHAVb3oxakYPw7BgiPkYWGJPsKb9p6TjRHzv6qPF9ifs54kNNYzOR5XNrrFwjKOTrg2FM8SKf8l6Vuv34HNoA193hWVX809d8SGOqKYEp2oOt3aTQEacJDrmvJ8EShfnEj5nA-jShJP3GOWy6yTeISoNmNqgPKKth-oFl-fURQkKuCBXaDtFFXmNUaF7hl1dgJk39-ZQDwnvQ-QajXjRU6ppfP3nEK30.eWMHpp-QEezFPipho37VKna9uiLbW34OR9uvQDNsPPM&amp;dib_tag=se&amp;keywords=T-Rex%2BFlexible%2BWaterproof%2BTape&amp;qid=1744385854&amp;s=hi&amp;sprefix=t-rex%2Bflexible%2Bwaterproof%2Btape%2Ctools%2C114&amp;sr=1-1&amp;th=1,,,0,7B1,4
6528,S-TAP-DUCT-STA,variation,"Duct Tape - Standard",Standard,5,1,0,0.787,4.5,4.5,2,6,,id:6526,Amazon,4.15,https://www.amazon.com/Lockport-5-Pack-Silver-Flexible-Residue/dp/B078M5N8CH/ref=sr_1_1_sspa?crid=33J3A7QPDCPP&amp;dib=eyJ2IjoiMSJ9.eJ1LrXEzxDlruYKIwdHCGL4BMnw_221Fqauo38b74ljb_64gU9pGaxMYDgEannYCs8vaPmABEH0XL1I_BjidqkKu8DCncDq4fDvAGd3kAmufc6_pCVHpR8vUD5lsbv5iVjaFh_rd8XMFbzn_-b1CigKvonf70QmhgLaMZvkxsinQCRr7Hcnx5oBB9LKTjHDB0r8pxLtWTz0lZ0NlvxIypaf-fXhnBfMso3A06J4A0HE.wpUHhhxs7uakC4NFI4JqXqukakjLCGfYciQTHEO7bmE&amp;dib_tag=se&amp;keywords=duct%2Btape&amp;qid=1744385500&amp;sprefix=duc%2Caps%2C148&amp;sr=8-1-spons&amp;sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp;th=1,,,0,7B1,5
5465,P-FLC-DMPVLBJ-753BALJA,variation,"Dump Valve - Lever Ball Joints - 753 BALL JOINT ASSY W/173 LOCK NUT","753 BALL JOINT ASSY W/173 LOCK NUT\n",8,2,0,0.0836,2,0.5,0.5,19,,id:5342,Kimray,14.18,oklahomacity@kimray.com,Arrow,10.49,1.9888,7A3,8
5466,P-FLC-DMPVLOA-2CAP250S,variation,"Dump Valve - Lever Operated - Angle - 2"" - CAP 250 SOA PB-D - 500 psi","2"", CAP 250 SOA PB_D, 500 psi\n",1,,0,12,,,,479,,id:5343,Kimray,486.27,oklahomacity@kimray.com,Arrow,480.76,12.17,2C3,1
5467,P-FLC-DMPVLOA-2CBA225S,variation,"Dump Valve - Lever Operated - Angle - 2"" - CBA 225 SOA-D - 300 psi","2"", CBA 225 SOA_D, 300 psi\n",1,1,0,15,,,,359,,id:5343,Kimray,374.29,oklahomacity@kimray.com,,,10,2C3,1
5468,P-FLC-DMPVLOA-3CBC312S,variation,"Dump Valve - Lever Operated - Angle - 3"" - CBC 312 SOA-D - 250 psi","3"", CBC 312 SOA_D, 250 psi\n",1,1,0,20,,,,749,,id:5343,Kimray,649.84,oklahomacity@kimray.com,Arrow,938.46,17.37,2C3,1
5469,P-FLC-DMPVWOA-2DAA26ST,variation,"Dump Valve - Weight Operated - Angle - 125 psi - 2"" - DAA 26 SWA TREATER VALVE - 125 psi","2"", DAA 26 SWA, TREATER VALVE\n",0,,0,12,,,,631,,id:5344,Kimray,656.88,oklahomacity@kimray.com,Arrow,685,16.45,2C3,0
5748,P-PWT-ECS-6E,variation,"Elastomeric Coupling Sleeves - 6E",6E,1,,0,0.5,,,,53,,id:5345,"BDI Express",45.73,https://www.bdiexpress.com/us/en/,Arrow,45.6,21.97,7A3,1
7670,S-CMP-ECS-15OZ,variation,"Electrical Coating - Scotchkote - 15 oz","15 oz can",1,1,0,1.03,4.5,3.5,3.5,64,,id:7669,Amazon,49.61,https://www.amazon.com/Electrical-Markets-Division-Fast-Drying-Self-Contained/dp/B00AFX25UA/ref=sr_1_1?crid=2BXJM9A2PQMOD&amp;dib=eyJ2IjoiMSJ9.tXaG2dre5J3bAQ8DvcooJbMR69LyO8UFrxIL7LixrJtpJITXPhOn4Ui5do2O_Je_wz-tSrZVdIvvk2kHCVK4XM6Q_2AW91Y-pGFFnHktQWe6VBSBOSMOqlTxRAzIJOMbFWVVXJZf3dmlvBvJOHma2bso-__8Bjr01-NHEDwJjv7NdyV4poUiKc2batl32_ItcbKxkfigkRZdfRdv35DQoKfrrmDsO3aKW9P-8MZKFo0.liO_AC6F9MyOlbC0drwZC8kA8cLzgwY5RM5_Kzj5t7s&amp;dib_tag=se&amp;keywords=scotchkote&amp;qid=1756224738&amp;sprefix=scotchkote%2Caps%2C114&amp;sr=8-1,Arrow,65.25,0,7B3,1
5891,S-TAP-ELEC-34X792B,variation,"Electrical Tape - 3/4"" X 792"" - black","3/4"" X 792"", black",24,10,0,0.16,2.75,2.75,0.75,0.99,,id:5890,Amazon,0.68,https://www.amazon.com/,,,0,7B1,100
6886,P-FIT-EL45DICG-1,variation,"Ell 45 - Ductile Iron - Coated - Grooved - Standard - 1000 psi - 1 inch","1""",1,,0,0.519,4,1.75,1.25,109,,id:6885,Assm006,80.55,,,,0,5B2,2
6887,P-FIT-EL45DICG-2,variation,"Ell 45 - Ductile Iron - Coated - Grooved - Standard - 1000 psi - 2 inch","2""",1,,0,1.4,5,3,2.5,109,,id:6885,Assm006,82.75,,,,0,5B2,2
6888,P-FIT-EL45DICG-3,variation,"Ell 45 - Ductile Iron - Coated - Grooved - Standard - 1000 psi - 3 inch","3""",1,,0,2.62,6,4,3.5,199,,id:6885,Assm006,143.98,,,,0,5B2,2
6722,P-FIT-EL45DIG-1,variation,"Ell 45 - Ductile Iron - Grooved - Standard - 1000 psi - 1 inch","1""",1,,0,0.519,4,1.75,1.25,99,,id:6715,"Harris Sales",72.05,"jeffh.hsc@gmail.com ",,,0,5C5,1
6723,P-FIT-EL45DIG-2,variation,"Ell 45 - Ductile Iron - Grooved - Standard - 1000 psi - 2 inch","2""",1,,0,1.4,5,3,2.5,99,,id:6715,"Harris Sales",72.05,"jeffh.hsc@gmail.com ",,,0,5C5,1
6724,P-FIT-EL45DIG-3,variation,"Ell 45 - Ductile Iron - Grooved - Standard - 1000 psi - 3 inch","3""",1,,0,2.62,6,4,3.5,169,,id:6715,"Harris Sales",126.53,"jeffh.hsc@gmail.com ",,,0,5C5,1
5470,P-FIT-EL45FRG-1N,variation,"Ell 45 - Forged Steel - 2,000 psi - 1""","1"" \n",4,2,0,0.25,,,,12,,id:5346,"MM Equipment",7.73,dustin@mandmequipment.com,Arrow,23.23,0,5.00E+04,4
6563,P-FIT-EL45FRG-2,variation,"Ell 45 - Forged Steel - 2,000 psi - 2""","2""",1,1,0,2.64,4,3.5,3.5,34,,id:5346,"MM Equipment",21.69,dustin@mandmequipment.com,,,0,5.00E+04,2
5471,P-FIT-EL45FRG-3N,variation,"Ell 45 - Forged Steel - 2,000 psi - 3""","3"" \n",1,,0,6,,,,110.4,,id:5346,"Spicer and Sandburg",81.78,crystal@spicerandsandburg.com,Arrow,311.27,0,5.00E+04,1
4320,P-FIT-EL45PLY-1,variation,"Ell 45 - Poly - DR11 - 160 psi - 1""","1""",2,1,0,0.08,,,,13,,id:4319,ISCO,10.48,Lura.Scroggins@isco-pipe.com,,,0,5C2,2
4321,P-FIT-EL45PLY-2,variation,"Ell 45 - Poly - DR11 - 160 psi - 2""","2""",4,1,0,0.35,,,,17,,id:4319,ISCO,14.16,Lura.Scroggins@isco-pipe.com,,,0,5C2,4
4322,P-FIT-EL45PLY-3,variation,"Ell 45 - Poly - DR11 - 160 psi - 3""","3""",2,1,0,1.5,,,,21,,id:4319,ISCO,16.94,Lura.Scroggins@isco-pipe.com,Arrow,30.21,0,5C2,2
7676,P-FIT-EL45SS-2,variation,"Ell 45 - Stainless - 316ss - 150 psi - 2 inch","2""",2,1,0,1.91,4.5,3.25,3,29,,id:7675,"MM Equipment",18.16,dustin@mandmequipment.com,Arrow,27.49,0,5B3,2
6890,P-FIT-EL45SC-2,variation,"Ell 45 - Steel - Coated - Extra Heavy - 2,000 psi - 2 inch","2""",5,1,0,2.64,4,3.5,3.5,59,,id:6889,Assm006,27.6,,,,0,5B2,6
6891,P-FIT-EL45SC-3,variation,"Ell 45 - Steel - Coated - Extra Heavy - 2,000 psi - 3 inch","3""",2,,0,5,,,,199,,id:6889,Assm006,141.65,,,,0,5B2,2
6564,P-FIT-EL90BI-1,variation,"Ell 90 - Black Iron - 150 psi - 1""","1""",6,2,0,0.568,2.5,2,2,3,,id:5347,"MM Equipment",1.94,dustin@mandmequipment.com,Arrow,8.72,0,5.00E+02,6
7677,P-FIT-EL90BI-12,variation,"Ell 90 - Black Iron - 150 psi - 1/2""","1/2""",4,1,0,0.25,,,,4,,id:5347,"MM Equipment",0.64,dustin@mandmequipment.com,,,0,5.00E+02,4
5472,P-FIT-EL90BI-2N,variation,"Ell 90 - Black Iron - 150 psi - 2""","2""\n",8,2,0,1.82,4,4,3,19,,id:5347,"MM Equipment",6.77,dustin@mandmequipment.com,Arrow,26.65,0,5.00E+02,8
5473,P-FIT-EL90BI-3N,variation,"Ell 90 - Black Iron - 150 psi - 3""","3"" \n",4,2,0,6,,,,32.56,,id:5347,"Spicer and Sandburg",24.12,crystal@spicerandsandburg.com,Arrow,86.89,0,5.00E+02,4
5474,P-FIT-EL90BI-34N,variation,"Ell 90 - Black Iron - 150 psi - 3/4""","3/4""\n",9,4,0,0.225,2.13,1.13,1.13,4,,id:5347,"MM Equipment",1.3,dustin@mandmequipment.com,Arrow,4.1,0,5.00E+02,8
6895,P-FIT-EL90DICG-1,variation,"Ell 90 - Ductile Iron - Coated - Grooved - Standard - 1000 psi - 1 inch","1""",1,,0,0.494,3.5,3.5,1.25,109,,id:6892,Assm006,80.55,,,,0,5B2,2
6893,P-FIT-EL90DICG-2,variation,"Ell 90 - Ductile Iron - Coated - Grooved - Standard - 1000 psi - 2 inch","2""",1,,0,1.92,4.5,4.5,2.25,109,,id:6892,Assm006,82.75,,,,0,5B2,2
6894,P-FIT-EL90DICG-3,variation,"Ell 90 - Ductile Iron - Coated - Grooved - Standard - 1000 psi - 3 inch","3""",1,,0,3.71,6.5,6.5,3.5,199,,id:6892,Assm006,143.98,,,,0,5B2,2
6726,P-FIT-EL90DIG-1,variation,"Ell 90 - Ductile Iron - Grooved - Standard - 1000 psi - 1 inch","1""",1,,0,0.494,3.5,3.5,1.25,99,,id:6725,"Harris Sales",72.05,"jeffh.hsc@gmail.com ",,,0,5C5,1
6727,P-FIT-EL90DIG-2,variation,"Ell 90 - Ductile Iron - Grooved - Standard - 1000 psi - 2 inch","2""",2,,0,1.92,4.5,4.5,2.25,99,,id:6725,"Harris Sales",72.05,"jeffh.hsc@gmail.com ",,,0,5C5,2
6728,P-FIT-EL90DIG-3,variation,"Ell 90 - Ductile Iron - Grooved - Standard - 1000 psi - 3 inch","3""",1,,0,3.71,6.5,6.5,3.5,169,,id:6725,"Harris Sales",126.53,"jeffh.hsc@gmail.com ",,,0,5C5,1
5475,P-FIT-EL90FRG-1N,variation,"Ell 90 - Forged Steel - 2,000 psi - 1""","1"" \n",2,1,0,0.25,,,,9,,id:5348,"Spicer and Sandburg",4.5,crystal@spicerandsandburg.com,Arrow,17.12,0,5.00E+04,2
5476,P-FIT-EL90FRG-18N,variation,"Ell 90 - Forged Steel - 2,000 psi - 1/8""","1/8"" \n",6,2,0,0.0625,,,,6,,id:5348,"MM Equipment",4.26,dustin@mandmequipment.com,,,0,5.00E+04,6
5477,P-FIT-EL90FRG-2N,variation,"Ell 90 - Forged Steel - 2,000 psi - 2""","2"" \n",6,3,0,5.3,4,4,3.5,29,,id:5348,"MM Equipment",16.34,dustin@mandmequipment.com,Arrow,72.1,0,5.00E+04,6
6565,P-FIT-EL90FRG-3,variation,"Ell 90 - Forged Steel - 2,000 psi - 3""","3""",2,1,0,10.2,5.5,5.5,4.5,79,,id:5348,"MM Equipment",57.69,dustin@mandmequipment.com,,,0,5.00E+04,2
4316,P-FIT-EL90PLY-1,variation,"Ell 90 - Poly - DR11 - 160 psi - 1""","1""",2,1,0,0.1,,,,10,,id:4315,ISCO,8.31,Lura.Scroggins@isco-pipe.com,,,0,5C2,2
4317,P-FIT-EL90PLY-2,variation,"Ell 90 - Poly - DR11 - 160 psi - 2""","2""",4,2,0,0.6,6,6,3,16,,id:4315,ISCO,11.71,Lura.Scroggins@isco-pipe.com,Arrow,12.7,0.207229266,5C2,6
4318,P-FIT-EL90PLY-3,variation,"Ell 90 - Poly - DR11 - 160 psi - 3""","3""",2,1,0,1.2,,,,21,,id:4315,ISCO,16.94,Lura.Scroggins@isco-pipe.com,Arrow,39.25,0,5C2,2
9262,P-FIT-EL90SS-2,variation,"Ell 90 - Stainless - 316ss - 150 psi - 2 inch","2""",1,1,0,2,4,4,3,29,,id:9261,"MM Equipment",17.11,dustin@mandmequipment.com,,,0,5B3,2
3614,P-FIT-EL90SC-1,variation,"Ell 90 - Steel - Coated - Extra Heavy - 2000 psi - 1 inch","1""",11,4,0,1.08,,,,19,,id:3613,Assm006,12.99,,,,0,5B2,10
3615,P-FIT-EL90SC-2,variation,"Ell 90 - Steel - Coated - Extra Heavy - 2000 psi - 2 inch","2""",10,4,0,3.52,,,,45,,id:3613,Assm006,27.04,,,,0,5B2,10
3616,P-FIT-EL90SC-3,variation,"Ell 90 - Steel - Coated - Extra Heavy - 2000 psi - 3 inch","3""",2,1,0,11.33,,,,149,,id:3613,Assm006,110.37,,,,0,5B1,4
6495,S-CHM-EBRK-5G,variation,"Emulsion Breaker - EMBR10827A - 5 gal","EMBR10827A, 5 gallons",11,2,0,35,15,12,12,109,,id:6494,"ChampionX LLC",92.1,jake.mills@championx.com,,,0,YD-N,11
353,USD-EQP-SHELT-8FTSP9OZ,variation,"Equipment Shelter","8 ft. Standard polyethylene 9oz. Anchors included.",,,0,100,,,,389,,id:352,,,,,,,,
354,USD-EQP-SHELT-8FTSP9OZ2,variation,"Equipment Shelter","8 ft. Standard polyethylene 9oz. Anchors not included.",,,0,100,,,,359,,id:352,,,,,,,,
355,USD-EQP-SHELT-8FTHEADP,variation,"Equipment Shelter","8 ft. Heavy Duty PVC 14.5oz. Anchors included.",,,0,125,,,,589,,id:352,,,,,,,,
356,USD-EQP-SHELT-8FTHEADP2,variation,"Equipment Shelter","8 ft. Heavy Duty PVC 14.5oz. Anchors not included.",,,0,125,,,,559,,id:352,,,,,,,,
357,USD-EQP-SHELT-8FTULTDP,variation,"Equipment Shelter","8 ft. Ultra Duty PVC 21.5oz. Anchors included.",,,0,150,,,,689,,id:352,,,,,,,,
358,USD-EQP-SHELT-8FTULTDP2,variation,"Equipment Shelter","8 ft. Ultra Duty PVC 21.5oz. Anchors not included.",,,0,150,,,,659,,id:352,,,,,,,,
359,USD-EQP-SHELT-16FTSP9A,variation,"Equipment Shelter","16 ft. Standard polyethylene 9oz. Anchors included.",,,0,200,,,,559,,id:352,,,,,,,,
360,USD-EQP-SHELT-16FTSP9A2,variation,"Equipment Shelter","16 ft. Standard polyethylene 9oz. Anchors not included.",,,0,200,,,,519,,id:352,,,,,,,,
361,USD-EQP-SHELT-16FTHDP1,variation,"Equipment Shelter","16 ft. Heavy Duty PVC 14.5oz. Anchors included.",,,0,250,,,,759,,id:352,,,,,,,,
362,USD-EQP-SHELT-16FTHDP12,variation,"Equipment Shelter","16 ft. Heavy Duty PVC 14.5oz. Anchors not included.",,,0,250,,,,719,,id:352,,,,,,,,
363,USD-EQP-SHELT-16FTUDP2,variation,"Equipment Shelter","16 ft. Ultra Duty PVC 21.5oz. Anchors included.",,,0,300,,,,859,,id:352,,,,,,,,
364,USD-EQP-SHELT-16FTUDP22,variation,"Equipment Shelter","16 ft. Ultra Duty PVC 21.5oz. Anchors not included.",,,0,300,,,,819,,id:352,,,,,,,,
365,USD-EQP-SHELT-24FTSP9A,variation,"Equipment Shelter","24 ft. Standard polyethylene 9oz. Anchors included.",,,0,300,,,,979,,id:352,,,,,,,,
366,USD-EQP-SHELT-24FTSP9A2,variation,"Equipment Shelter","24 ft. Standard polyethylene 9oz. Anchors not included.",,,0,300,,,,929,,id:352,,,,,,,,
367,USD-EQP-SHELT-24FTHDP1,variation,"Equipment Shelter","24 ft. Heavy Duty PVC 14.5oz. Anchors included.",,,0,350,,,,1359,,id:352,,,,,,,,
368,USD-EQP-SHELT-24FTHDP12,variation,"Equipment Shelter","24 ft. Heavy Duty PVC 14.5oz. Anchors not included.",,,0,350,,,,1299,,id:352,,,,,,,,
369,USD-EQP-SHELT-24FTUDP2,variation,"Equipment Shelter","24 ft. Ultra Duty PVC 21.5oz. Anchors included.",,,0,400,,,,1559,,id:352,,,,,,,,
370,USD-EQP-SHELT-24FTUDP22,variation,"Equipment Shelter","24 ft. Ultra Duty PVC 21.5oz. Anchors not included.",,,0,400,,,,1499,,id:352,,,,,,,,
7535,P-DHP-EXTB-2X114X12,variation,"Extension - Brass - 2"" x 1 1/4"" x 12""","2"" x 1 1/4"" x 12""",2,1,0,4.04,12,1.75,1.75,129,,id:7337,"Harris Sales",79.25,"jeffh.hsc@gmail.com ",,,0,,2
7536,P-DHP-EXTB-2X114X24,variation,"Extension - Brass - 2"" x 1 1/4"" x 24""","2"" x 1 1/4"" x 24""",2,,0,4,,,,209,,id:7337,"Harris Sales",149.5,"jeffh.hsc@gmail.com ",,,0,,2
7537,P-DHP-EXTB-2X114X36,variation,"Extension - Brass - 2"" x 1 1/4"" x 36""","2"" x 1 1/4"" x 36""",2,,0,6,,,,259,,id:7337,"Harris Sales",191.75,"jeffh.hsc@gmail.com ",,,0,,2
7538,P-DHP-EXTB-2X114X48,variation,"Extension - Brass - 2"" x 1 1/4"" x 48""","2"" x 1 1/4"" x 48""",1,,0,8,,,,319,,id:7337,"Harris Sales",231.5,"jeffh.hsc@gmail.com ",,,0,,2
7539,P-DHP-EXTS-212X134X,variation,"Extension - Steel - 2 1/2"" x 1 3/4"" x 24""","2 1/2"" x 1 3/4"" x 24""",3,,0,8,,,,79,,id:7338,"Harris Sales",58,"jeffh.hsc@gmail.com ",,,0,,2
7540,P-DHP-EXTS-212X134X2,variation,"Extension - Steel - 2 1/2"" x 1 3/4"" x 36""","2 1/2"" x 1 3/4"" x 36""",2,,0,12,,,,109,,id:7338,"Harris Sales",82,"jeffh.hsc@gmail.com ",,,0,,2
7541,P-DHP-EXTS-2X114X12,variation,"Extension - Steel - 2"" x 1 1/4"" x 12""","2"" x 1 1/4"" x 12""",2,,0,2,,,,64,,id:7338,"Harris Sales",47,"jeffh.hsc@gmail.com ",,,0,,2
7542,P-DHP-EXTS-2X114X122,variation,"Extension - Steel - 2"" x 1 1/4"" x 12"" - used","2"" x 1 1/4"" x 12"", used",0,,0,2,,,,22,,id:7338,,,,,,0,,2
7543,P-DHP-EXTS-2X114X24,variation,"Extension - Steel - 2"" x 1 1/4"" x 24""","2"" x 1 1/4"" x 24""",2,,0,4,,,,84,,id:7338,"Harris Sales",60,"jeffh.hsc@gmail.com ",,,0,,2
7544,P-DHP-EXTS-2X114X36,variation,"Extension - Steel - 2"" x 1 1/4"" x 36""","2"" x 1 1/4"" x 36""",2,,0,6,,,,94,,id:7338,"Harris Sales",68.75,"jeffh.hsc@gmail.com ",,,0,,2
7545,P-DHP-EXTS-2X114X48,variation,"Extension - Steel - 2"" x 1 1/4"" x 48""","2"" x 1 1/4"" x 48""",2,,0,8,,,,119,,id:7338,"Harris Sales",84.5,"jeffh.hsc@gmail.com ",,,0,,2
7239,S-CMP-FRKBR-1QT,variation,"Fiberglass Repair Kit - Bondo Resin - 1 quart","1 quart",3,2,0,3.25,8,5,5,44,,id:7238,Zoro,31.8319,https://www.zoro.com/bondo-bondofiberglass-resrepair-kit-00422-pk6-422/i/G0384560/,Arrow,42.61,0,4A1,6
6376,P-RIG-FD-240,variation,"Filter - Diesel - #2407",#2407,0,,0,,,,,1,,id:6322,,,,,,,,
6377,P-RIG-FD-331L,variation,"Filter - Diesel - #33118 (LUBLFP815FN)","#33118 (LUBLFP815FN)",2,1,0,2,,,,16,,id:6322,"Brooks Diesel Service",11.4622,brooksdieselservice@gmail.com,,,0,3B4,1
6378,P-RIG-FD-331L2,variation,"Filter - Diesel - #33120 (LUBLFP816FN)","#33120 (LUBLFP816FN)",2,1,0,1.27,7,3.38,3.38,19,,id:6322,"Brooks Diesel Service",14.7205,brooksdieselservice@gmail.com,,,0,3B4,1
6379,P-RIG-FH-P16F,variation,"Filter - Hydraulic - #P169084 (FLGHF6348)","#P169084 (FLGHF6348)",1,,0,3.4,11,5,5,119.944,,id:6323,"Brooks Diesel Service",109.04,brooksdieselservice@gmail.com,,,0,3B4,1
6380,P-RIG-FH-SK10E,variation,"Filter - Hydraulic - Schroeder - K10 element","Schroeder, K10 element",0,,0,1.1,9,3.5,3.5,39,,id:6323,Amazon,19.89,https://www.amazon.com/Killer-Filter-Replacement-SCHROEDER-K10/dp/B00MZD9K24/ref=sr_1_4?crid=3HNIYNO1MARS4&amp;dib=eyJ2IjoiMSJ9.9fNLszA6lZUdHBmYOd_gdJbQu4-nl6OI4SX_2CxjeNGl2S4CxNoJ7lpejSJxE429_PGklzrk0my5lSSy3-zn9RpW04NWvLKwO9Msf5LIyiQihoooUY3U9nQNX3LWwsNbeXwlFUGWq-R_yBw6Ff0foBruq4iodHRYzE7o6uMrbZmzabJ1Xox3WsfeSbgAMnI5y9O9PoKIJRD-fhwKWkDc8tOaMj5UdScht1WeA6wvBPI.2-zNNQwAt5vN9RFUIbo-TPwO4yYhQDp3oMv3hg99WoM&amp;dib_tag=se&amp;keywords=schroeder+k+10+filter&amp;qid=1743091240&amp;sprefix=schroeder+k10+filter%2Caps%2C194&amp;sr=8-4,,,9.95,3B4,1
6381,P-RIG-FO-051F,variation,"Filter - Oil - #051730 (FLGHF6586)","#051730 (FLGHF6586)",2,,0,5.31,12.5,5.14,5.25,129,,id:6324,"Brooks Diesel Service",128.7731,brooksdieselservice@gmail.com,,,0,3B4,1
6382,P-RIG-FO-051F2,variation,"Filter - Oil - #051970 (FLGLF3333)","#051970 (FLGLF3333)",1,,0,2.71,9.75,4.75,4.75,29,,id:6324,"Brooks Diesel Service",26.46,brooksdieselservice@gmail.com,,,0,3B4,1
6383,P-RIG-FOD-109,variation,"Filter - Oil Dryer - #10991",#10991,3,1,0,5.08,6.75,5.75,5.75,49,,id:6325,FindItParts,19.99,https://www.finditparts.com/products/11309519/torque-parts-tr950011?srsltid=AfmBOorXrih6orrlYKTAb1oeGI5XU09HLNnn_lgswDHxKV5bVnJ2ohQC,,,9.01,3B4,1
6835,P-RIG-FTOST-212,variation,"Fishing Tool - Overshot - Sleeve Type - 2 1/2 inch","2 1/2""",1,,0,6.84,18.5,2.5,2.5,1939,,id:6834,"Rig Tool Products",1417.5,adam@rigtool.com,,,18.75,3B4,0
